18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,
18,18,18,18,18,18,18,18,69,69,18,18,18,18,18,18,18,79,35,35,35,35,35,35,35,35,35,35,80,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19,84,84,84,84,84,84,84,84,84,84,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,
18,18,79,35,35,35,35,35,35,35,35,35,35,35,35,35,35,36,84,84,84,84,84,84,84,84,84,84,34,35,35,35,35,35,35,35,80,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,79,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,80,18,18,18,
18,18,19,89,84,84,84,84,84,84,109,109,109,109,109,109,109,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,93,94,95,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19,84,84,84,84,84,84,84,84,84,84,84,84,84,84,93,94,95,68,18,18,18,
18,18,19,84,84,84,108,84,84,84,84,84,84,84,84,84,84,84,84,84,84,108,67,67,108,84,84,84,84,84,84,84,84,84,84,84,34,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,36,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,68,18,18,18,
18,18,19,84,84,110,3,111,84,84,84,84,84,84,84,84,84,84,84,93,94,94,94,94,94,94,95,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,109,84,84,84,84,84,84,84,84,84,84,84,84,84,84,110,3,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,68,18,18,18,
18,18,19,84,84,110,20,111,84,84,84,84,84,84,84,84,84,84,84,84,109,109,109,109,109,109,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,110,20,84,84,84,84,84,84,84,84,84,84,84,108,84,84,84,84,84,68,18,18,18,
18,18,19,84,84,110,37,111,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,110,20,84,84,116,93,94,94,95,118,84,84,110,67,111,84,84,84,84,68,18,18,18,
18,18,19,84,84,84,109,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,113,114,114,115,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,37,84,84,84,84,109,84,84,84,84,84,84,109,84,84,84,84,84,68,18,18,18,
18,18,19,84,84,84,84,84,84,84,84,88,84,84,84,88,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,108,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,68,18,18,18,
18,54,36,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,51,52,52,52,52,53,84,84,84,108,84,84,84,108,84,84,84,84,108,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,68,18,18,18,
18,70,42,43,43,43,43,43,43,44,108,108,108,108,108,108,42,44,84,84,84,84,84,3,84,84,84,84,84,84,84,84,84,116,117,117,68,18,18,18,18,70,64,65,65,65,65,65,65,65,65,65,65,65,65,65,65,66,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,68,18,18,18,
18,70,59,60,60,60,60,60,60,60,43,43,43,43,43,43,60,61,84,84,84,84,110,20,111,84,84,84,84,84,84,84,84,84,84,84,68,18,18,18,18,70,81,82,82,82,82,82,82,82,82,82,82,82,82,82,82,83,84,67,84,84,84,84,84,84,84,84,84,84,84,84,84,84,67,84,68,18,18,18,
